"Question","Intent","Answer"
"Is the age limit 19 for Inter Part I?","admission_age_limits","Nineteen years for Inter Part I twenty five years for Degree Part I and thirty years for MSc Computer Science."
"What is the highest age for admission to Degree Part I?","admission_age_limits","Nineteen years for Inter Part I twenty five years for Degree Part I and thirty years for MSc Computer Science."
"Is the age limit 30 for MSc Computer Science?","admission_age_limits","Nineteen years for Inter Part I twenty five years for Degree Part I and thirty years for MSc Computer Science."
"What is the maximum age for admission to the college?","admission_age_limits","Nineteen years for Inter Part I twenty five years for Degree Part I and thirty years for MSc Computer Science."
"Is the upper age limit 25 for Degree Part I?","admission_age_limits","Nineteen years for Inter Part I twenty five years for Degree Part I and thirty years for MSc Computer Science."
"What is the minimum qualification for postgraduate admission?","postgraduate_eligibility","Second Division in degree examination and Second Division in the subject applied for."
"What are the eligibility requirements for postgraduate admission?","postgraduate_eligibility","Second Division in degree examination and Second Division in the subject applied for."
"Do I need a Second Division for postgraduate admission?","postgraduate_eligibility","Second Division in degree examination and Second Division in the subject applied for."
"Is a Second Division required in both the degree and the subject?","postgraduate_eligibility","Second Division in degree examination and Second Division in the subject applied for."
"What is the minimum division for admission to a postgraduate program?","postgraduate_eligibility","Second Division in degree examination and Second Division in the subject applied for."
"Is a Second Division in the degree examination mandatory?","postgraduate_eligibility","Second Division in degree examination and Second Division in the subject applied for."
"What qualification is needed for Masters admission?","postgraduate_eligibility","Second Division in degree examination and Second Division in the subject applied for."
"Is a Second Division required in the subject applied for?","postgraduate_eligibility","Second Division in degree examination and Second Division in the subject applied for."
"What is the eligibility criterion for postgraduate programs?","postgraduate_eligibility","Second Division in degree examination and Second Division in the subject applied for."
"Is a second division in the relevant subject necessary for postgraduate studies?","postgraduate_eligibility","Second Division in degree examination and Second Division in the subject applied for."
"Do I need a second division for admission?","postgraduate_eligibility","Second Division in degree examination and Second Division in the subject applied for."
"Is an affidavit required?","affidavit_requirement","Yes a Supreme Court mandated affidavit attested by a Notary Public must be submitted at the time of payment of dues."
"Is an attested affidavit necessary for admission?","affidavit_requirement","Yes a Supreme Court mandated affidavit attested by a Notary Public must be submitted at the time of payment of dues."
"When must the affidavit be submitted?","affidavit_requirement","Yes a Supreme Court mandated affidavit attested by a Notary Public must be submitted at the time of payment of dues."
"Does the affidavit need to be attested by a Notary Public?","affidavit_requirement","Yes a Supreme Court mandated affidavit attested by a Notary Public must be submitted at the time of payment of dues."
"Is an affidavit required by the Supreme Court?","affidavit_requirement","Yes a Supreme Court mandated affidavit attested by a Notary Public must be submitted at the time of payment of dues."
"Do I need to submit a legal affidavit?","affidavit_requirement","Yes a Supreme Court mandated affidavit attested by a Notary Public must be submitted at the time of payment of dues."
"Is the submission of an affidavit mandatory?","affidavit_requirement","Yes a Supreme Court mandated affidavit attested by a Notary Public must be submitted at the time of payment of dues."
"What document is required at the time of fee payment?","affidavit_requirement","Yes a Supreme Court mandated affidavit attested by a Notary Public must be submitted at the time of payment of dues."
"Is a Notary Public attested affidavit required?","affidavit_requirement","Yes a Supreme Court mandated affidavit attested by a Notary Public must be submitted at the time of payment of dues."
"Are attested copies of documents required?","documents_required","Yes all relevant documents listed in the application form must be attached."
"Do I need to attach attested copies of documents?","documents_required","Yes all relevant documents listed in the application form must be attached."
"Are all documents in the application form required to be attached?","documents_required","Yes all relevant documents listed in the application form must be attached."
"Do I need to attach all relevant documents?","documents_required","Yes all relevant documents listed in the application form must be attached."
"What documents need to be submitted with the application?","documents_required","Yes all relevant documents listed in the application form must be attached."
"Is it necessary to attest copies of documents?","documents_required","Yes all relevant documents listed in the application form must be attached."
"Are all the documents listed in the application form required?","documents_required","Yes all relevant documents listed in the application form must be attached."
"Can students who failed Part I apply for Part II?","part_i_failures","Yes if they passed papers totaling at least three hundred marks."
"Can a student who failed Part I still apply for Part II?","part_i_failures","Yes if they passed papers totaling at least three hundred marks."
"What is the condition for Part I failures to apply for Part II?","part_i_failures","Yes if they passed papers totaling at least three hundred marks."
"Is a Part I failure allowed to apply for Part II?","part_i_failures","Yes if they passed papers totaling at least three hundred marks."
"What is the minimum marks required for a Part I failure to apply for Part II?","part_i_failures","Yes if they passed papers totaling at least three hundred marks."
"Can students who failed Part I be admitted to Part II?","part_i_failures","Yes if they passed papers totaling at least three hundred marks."
"Is there an exception for Part I failures?","part_i_failures","Yes if they passed papers totaling at least three hundred marks."
"Do Part I failures need 300 marks to apply for Part II?","part_i_failures","Yes if they passed papers totaling at least three hundred marks."
"Are students who passed supplementary exams eligible?","supplementary_eligibility","No students who passed supplementary exams cannot apply for admission in the same academic session."
"Are supplementary pass students eligible for admission in the same session?","supplementary_eligibility","No students who passed supplementary exams cannot apply for admission in the same academic session."
"Can students who cleared the supplementary exam apply for admission?","supplementary_eligibility","No students who passed supplementary exams cannot apply for admission in the same academic session."
"Is admission allowed after a supplementary exam pass in the same session?","supplementary_eligibility","No students who passed supplementary exams cannot apply for admission in the same academic session."
"Does a supplementary exam pass disqualify a student for same session admission?","supplementary_eligibility","No students who passed supplementary exams cannot apply for admission in the same academic session."
"Can students re-admit to the same class?","re_admission_policy","No re-admission to the same class previously registered is not allowed."
"Is re-admission to the same class allowed?","re_admission_policy","No re-admission to the same class previously registered is not allowed."
"Can I be admitted again to a class I was previously registered in?","re_admission_policy","No re-admission to the same class previously registered is not allowed."
"What is the policy on re-admission to the same course?","re_admission_policy","No re-admission to the same class previously registered is not allowed."
"Can a student take the same class twice?","re_admission_policy","No re-admission to the same class previously registered is not allowed."
"What happens if a student withdraws from the college?","withdrawal_refund_policy","Only the college security is refundable. Private funds are refunded only if the student has not attended a single class."
"Is the college security refundable upon withdrawal?","withdrawal_refund_policy","Only the college security is refundable. Private funds are refunded only if the student has not attended a single class."
"Are private funds refundable upon withdrawal?","withdrawal_refund_policy","Only the college security is refundable. Private funds are refunded only if the student has not attended a single class."
"Under what condition are private funds refunded?","withdrawal_refund_policy","Only the college security is refundable. Private funds are refunded only if the student has not attended a single class."
"What is the refund policy after withdrawal?","withdrawal_refund_policy","Only the college security is refundable. Private funds are refunded only if the student has not attended a single class."
"If I withdraw, do I get my money back?","withdrawal_refund_policy","Only the college security is refundable. Private funds are refunded only if the student has not attended a single class."
"Is only college security refundable?","withdrawal_refund_policy","Only the college security is refundable. Private funds are refunded only if the student has not attended a single class."
"Can admission be cancelled?","admission_cancellation","Yes for misstatement or suppression of information in the application form."
"Can my admission be cancelled?","admission_cancellation","Yes for misstatement or suppression of information in the application form."
"What can lead to admission cancellation?","admission_cancellation","Yes for misstatement or suppression of information in the application form."
"Is misstatement a reason for admission cancellation?","admission_cancellation","Yes for misstatement or suppression of information in the application form."
"Can withholding information result in admission cancellation?","admission_cancellation","Yes for misstatement or suppression of information in the application form."
"Does false information in the application lead to cancellation?","admission_cancellation","Yes for misstatement or suppression of information in the application form."
"Is GPGC co-educational?","co_education","Yes but girls can only apply to programs not offered in girls degree colleges such as Maths Computer Science AI Pakistan Studies and Statistics."
"Is GPGC a co-educational college?","co_education","Yes but girls can only apply to programs not offered in girls degree colleges such as Maths Computer Science AI Pakistan Studies and Statistics."
"Can girls apply to GPGC Mansehra?","co_education","Yes but girls can only apply to programs not offered in girls degree colleges such as Maths Computer Science AI Pakistan Studies and Statistics."
"What programs can girls apply for at GPGC?","co_education","Yes but girls can only apply to programs not offered in girls degree colleges such as Maths Computer Science AI Pakistan Studies and Statistics."
"Are there limitations on which programs girls can apply to?","co_education","Yes but girls can only apply to programs not offered in girls degree colleges such as Maths Computer Science AI Pakistan Studies and Statistics."
"Is GPGC co-ed?","co_education","Yes but girls can only apply to programs not offered in girls degree colleges such as Maths Computer Science AI Pakistan Studies and Statistics."
"What is the co-education policy at GPGC Mansehra?","co_education","Yes but girls can only apply to programs not offered in girls degree colleges such as Maths Computer Science AI Pakistan Studies and Statistics."
"Can girls apply to programs like Maths and Computer Science?","co_education","Yes but girls can only apply to programs not offered in girls degree colleges such as Maths Computer Science AI Pakistan Studies and Statistics."
"What is the rule for girls' admission at GPGC?","co_education","Yes but girls can only apply to programs not offered in girls degree colleges such as Maths Computer Science AI Pakistan Studies and Statistics."
"Are admission tests required?","admission_test","Yes from Fall 2025 for departments such as English Computer Science Math AI and some others. Only students who pass the test can apply."
"Are there any entrance exams required?","admission_test","Yes from Fall 2025 for departments such as English Computer Science Math AI and some others. Only students who pass the test can apply."
"When will admission tests be required?","admission_test","Yes from Fall 2025 for departments such as English Computer Science Math AI and some others. Only students who pass the test can apply."
"Do I need to pass an admission test to apply?","admission_test","Yes from Fall 2025 for departments such as English Computer Science Math AI and some others. Only students who pass the test can apply."
"Which departments require an admission test?","admission_test","Yes from Fall 2025 for departments such as English Computer Science Math AI and some others. Only students who pass the test can apply."
"Is an admission test mandatory from Fall 2025?","admission_test","Yes from Fall 2025 for departments such as English Computer Science Math AI and some others. Only students who pass the test can apply."
"Are students required to take an entrance test?","admission_test","Yes from Fall 2025 for departments such as English Computer Science Math AI and some others. Only students who pass the test can apply."
"What is the admission test policy?","admission_test","Yes from Fall 2025 for departments such as English Computer Science Math AI and some others. Only students who pass the test can apply."
"How many students are selected in one batch?","batch_size","Only forty students are selected per batch."
"What is the batch size for admission?","batch_size","Only forty students are selected per batch."
"How many students are selected per batch?","batch_size","Only forty students are selected per batch."
"Is the batch size limited to forty students?","batch_size","Only forty students are selected per batch."
"What is the intake size per batch?","batch_size","Only forty students are selected per batch."
"How many students are in one admission batch?","batch_size","Only forty students are selected per batch."
"What is the maximum number of students in a batch?","batch_size","Only forty students are selected per batch."
"What quotas are available?","admission_quotas","Open merit district local sports and one seat reserved for a college student."
"What are the available admission quotas?","admission_quotas","Open merit district local sports and one seat reserved for a college student."
"Are there reserved seats for college students?","admission_quotas","Open merit district local sports and one seat reserved for a college student."
"What types of quotas are available for admission?","admission_quotas","Open merit district local sports and one seat reserved for a college student."
"Is there an open merit quota?","admission_quotas","Open merit district local sports and one seat reserved for a college student."
"Are there district local and sports quotas?","admission_quotas","Open merit district local sports and one seat reserved for a college student."
"What quotas exist besides open merit?","admission_quotas","Open merit district local sports and one seat reserved for a college student."
"Is one seat reserved for a college student?","admission_quotas","Open merit district local sports and one seat reserved for a college student."
"What is the breakdown of admission quotas?","admission_quotas","Open merit district local sports and one seat reserved for a college student."
"Can students migrate from other institutions?","migration_policy","Yes migration is allowed for both BS and Intermediate students."
"Is migration allowed from other institutions?","migration_policy","Yes migration is allowed for both BS and Intermediate students."
"Can BS students migrate to GPGC Mansehra?","migration_policy","Yes migration is allowed for both BS and Intermediate students."
"Is there a migration policy for Intermediate students?","migration_policy","Yes migration is allowed for both BS and Intermediate students."
"Is migration possible for both BS and Intermediate students?","migration_policy","Yes migration is allowed for both BS and Intermediate students."
"Can I transfer from another institution?","migration_policy","Yes migration is allowed for both BS and Intermediate students."
"What is the policy on student migration?","migration_policy","Yes migration is allowed for both BS and Intermediate students."
"Can students freeze or rejoin semesters?","semester_freeze_rejoin","Yes students can freeze or rejoin a semester. The college provides guidance if students are unaware."
"Is semester freeze allowed?","semester_freeze_rejoin","Yes students can freeze or rejoin a semester. The college provides guidance if students are unaware."
"Can a student rejoin a semester?","semester_freeze_rejoin","Yes students can freeze or rejoin a semester. The college provides guidance if students are unaware."
"Is there guidance for semester freeze/rejoin?","semester_freeze_rejoin","Yes students can freeze or rejoin a semester. The college provides guidance if students are unaware."
"What is the policy for freezing a semester?","semester_freeze_rejoin","Yes students can freeze or rejoin a semester. The college provides guidance if students are unaware."
"Are students allowed to freeze and rejoin semesters?","semester_freeze_rejoin","Yes students can freeze or rejoin a semester. The college provides guidance if students are unaware."
"Is there any provision for a break in studies?","semester_freeze_rejoin","Yes students can freeze or rejoin a semester. The college provides guidance if students are unaware."
"What are the BS program fees for Science students?","bs_fees_science","BS Science students pay semester-wise total dues ranging from Rs 9692 to Rs 11792 per semester including all prescribed charges."
"What is the semester fee for BS Science students?","bs_fees_science","BS Science students pay semester-wise total dues ranging from Rs 9692 to Rs 11792 per semester including all prescribed charges."
"What is the fee range for BS Science per semester?","bs_fees_science","BS Science students pay semester-wise total dues ranging from Rs 9692 to Rs 11792 per semester including all prescribed charges."
"What are the total dues for BS Science students per semester?","bs_fees_science","BS Science students pay semester-wise total dues ranging from Rs 9692 to Rs 11792 per semester including all prescribed charges."
"Are there prescribed charges in the BS Science fees?","bs_fees_science","BS Science students pay semester-wise total dues ranging from Rs 9692 to Rs 11792 per semester including all prescribed charges."
"What is the semester fee for Science students?","bs_fees_science","BS Science students pay semester-wise total dues ranging from Rs 9692 to Rs 11792 per semester including all prescribed charges."
"What are the BS program fees for Arts students?","bs_fees_arts","BS Arts students pay semester-wise total dues ranging from Rs 9442 to Rs 11542 per semester including all prescribed charges."
"What is the semester fee for BS Arts students?","bs_fees_arts","BS Arts students pay semester-wise total dues ranging from Rs 9442 to Rs 11542 per semester including all prescribed charges."
"What is the fee range for BS Arts per semester?","bs_fees_arts","BS Arts students pay semester-wise total dues ranging from Rs 9442 to Rs 11542 per semester including all prescribed charges."
"What are the total dues for BS Arts students per semester?","bs_fees_arts","BS Arts students pay semester-wise total dues ranging from Rs 9442 to Rs 11542 per semester including all prescribed charges."
"Are there prescribed charges in the BS Arts fees?","bs_fees_arts","BS Arts students pay semester-wise total dues ranging from Rs 9442 to Rs 11542 per semester including all prescribed charges."
"What is the semester fee for Arts students?","bs_fees_arts","BS Arts students pay semester-wise total dues ranging from Rs 9442 to Rs 11542 per semester including all prescribed charges."
"What are the total dues for BS Science for two semesters?","bs_total_dues_science_2sem","The total for two semesters of BS Science ranges from Rs 19384 to Rs 22584."
"What is the total fee for two semesters of BS Science?","bs_total_dues_science_2sem","The total for two semesters of BS Science ranges from Rs 19384 to Rs 22584."
"What is the two-semester fee range for BS Science?","bs_total_dues_science_2sem","The total for two semesters of BS Science ranges from Rs 19384 to Rs 22584."
"How much is the total due for two semesters of BS Science?","bs_total_dues_science_2sem","The total for two semesters of BS Science ranges from Rs 19384 to Rs 22584."
"What is the fee for one year of BS Science?","bs_total_dues_science_2sem","The total for two semesters of BS Science ranges from Rs 19384 to Rs 22584."
"What are the total dues for BS Arts for two semesters?","bs_total_dues_arts_2sem","The total for two semesters of BS Arts ranges from Rs 18884 to Rs 20984."
"What is the total fee for two semesters of BS Arts?","bs_total_dues_arts_2sem","The total for two semesters of BS Arts ranges from Rs 18884 to Rs 20984."
"What is the two-semester fee range for BS Arts?","bs_total_dues_arts_2sem","The total for two semesters of BS Arts ranges from Rs 18884 to Rs 20984."
"How much is the total due for two semesters of BS Arts?","bs_total_dues_arts_2sem","The total for two semesters of BS Arts ranges from Rs 18884 to Rs 20984."
"What is the fee for one year of BS Arts?","bs_total_dues_arts_2sem","The total for two semesters of BS Arts ranges from Rs 18884 to Rs 20984."
"Is there a project or thesis fee for BS?","bs_project_fee","Yes a project or thesis fee of Rs 500 is charged in Semester Eight."
"What is the fee for the BS project or thesis?","bs_project_fee","Yes a project or thesis fee of Rs 500 is charged in Semester Eight."
"How much is the BS thesis fee?","bs_project_fee","Yes a project or thesis fee of Rs 500 is charged in Semester Eight."
"When is the project/thesis fee charged for BS?","bs_project_fee","Yes a project or thesis fee of Rs 500 is charged in Semester Eight."
"Is there a charge for the final project in BS?","bs_project_fee","Yes a project or thesis fee of Rs 500 is charged in Semester Eight."
"How much is the project fee in Semester Eight?","bs_project_fee","Yes a project or thesis fee of Rs 500 is charged in Semester Eight."
"Are computer charges included in BS fees?","bs_computer_charges","Yes Rs 500 per semester is added as computer charges from Semester Five to Eight for Computer Science students."
"Are there separate computer charges for BS Computer Science students?","bs_computer_charges","Yes Rs 500 per semester is added as computer charges from Semester Five to Eight for Computer Science students."
"How much are the computer charges per semester?","bs_computer_charges","Yes Rs 500 per semester is added as computer charges from Semester Five to Eight for Computer Science students."
"Which semesters have computer charges for Computer Science students?","bs_computer_charges","Yes Rs 500 per semester is added as computer charges from Semester Five to Eight for Computer Science students."
"Is a Rs 500 computer charge added to the fees?","bs_computer_charges","Yes Rs 500 per semester is added as computer charges from Semester Five to Eight for Computer Science students."
"Do all BS students pay computer charges?","bs_computer_charges","Yes Rs 500 per semester is added as computer charges from Semester Five to Eight for Computer Science students."
"What are the fees for BS Pashto students?","bs_pashto_fees","BS Pashto students total dues range from Rs 10250 to Rs 14960 per semester."
"What is the fee range for BS Pashto per semester?","bs_pashto_fees","BS Pashto students total dues range from Rs 10250 to Rs 14960 per semester."
"What are the total dues for BS Pashto students?","bs_pashto_fees","BS Pashto students total dues range from Rs 10250 to Rs 14960 per semester."
"How much do BS Pashto students pay per semester?","bs_pashto_fees","BS Pashto students total dues range from Rs 10250 to Rs 14960 per semester."
"What is the total fee for BS Pashto?","bs_pashto_fees","BS Pashto students total dues range from Rs 10250 to Rs 14960 per semester."
"What are the FA FSc fees for Science students?","fa_fsc_science_fees","FA FSc Science students pay Rs 4900 for first year and Rs 2900 for second year."
"What is the first year fee for FA FSc Science students?","fa_fsc_science_fees","FA FSc Science students pay Rs 4900 for first year and Rs 2900 for second year."
"How much do FA FSc Science students pay for the second year?","fa_fsc_science_fees","FA FSc Science students pay Rs 4900 for first year and Rs 2900 for second year."
"What are the fees for FSc Science students?","fa_fsc_science_fees","FA FSc Science students pay Rs 4900 for first year and Rs 2900 for second year."
"What is the total annual fee for FA FSc Science?","fa_fsc_science_fees","FA FSc Science students pay Rs 4900 for first year and Rs 2900 for second year."
"How much is the fee for the first year of FSc Science?","fa_fsc_science_fees","FA FSc Science students pay Rs 4900 for first year and Rs 2900 for second year."
"What are the FA FSc fees for Arts students?","fa_fsc_arts_fees","FA FSc Arts students pay Rs 4400 for first year and Rs 2400 for second year."
"What is the first year fee for FA FSc Arts students?","fa_fsc_arts_fees","FA FSc Arts students pay Rs 4400 for first year and Rs 2400 for second year."
"How much do FA FSc Arts students pay for the second year?","fa_fsc_arts_fees","FA FSc Arts students pay Rs 4400 for first year and Rs 2400 for second year."
"What are the fees for FA Arts students?","fa_fsc_arts_fees","FA FSc Arts students pay Rs 4400 for first year and Rs 2400 for second year."
"What is the total annual fee for FA FSc Arts?","fa_fsc_arts_fees","FA FSc Arts students pay Rs 4400 for first year and Rs 2400 for second year."
"How much is the fee for the first year of FA Arts?","fa_fsc_arts_fees","FA FSc Arts students pay Rs 4400 for first year and Rs 2400 for second year."
"What are the FA FSc fees for Computer Science students?","fa_fsc_cs_fees","FA FSc Computer Science students pay Rs 6900 for first year and Rs 3900 for second year."
"What is the first year fee for FA FSc Computer Science students?","fa_fsc_cs_fees","FA FSc Computer Science students pay Rs 6900 for first year and Rs 3900 for second year."
"How much do FA FSc Computer Science students pay for the second year?","fa_fsc_cs_fees","FA FSc Computer Science students pay Rs 6900 for first year and Rs 3900 for second year."
"What are the fees for FSc Computer Science students?","fa_fsc_cs_fees","FA FSc Computer Science students pay Rs 6900 for first year and Rs 3900 for second year."
"What is the total annual fee for FA FSc Computer Science?","fa_fsc_cs_fees","FA FSc Computer Science students pay Rs 6900 for first year and Rs 3900 for second year."
"How much is the fee for the first year of FSc Computer Science?","fa_fsc_cs_fees","FA FSc Computer Science students pay Rs 6900 for first year and Rs 3900 for second year."
"What are the hostel fees?","hostel_fees","Hostel fees total Rs 3000 for first year and Rs 2500 for second year."
"What is the first year hostel fee?","hostel_fees","Hostel fees total Rs 3000 for first year and Rs 2500 for second year."
"How much is the second year hostel fee?","hostel_fees","Hostel fees total Rs 3000 for first year and Rs 2500 for second year."
"What are the total hostel charges?","hostel_fees","Hostel fees total Rs 3000 for first year and Rs 2500 for second year."
"Is the hostel fee Rs 3000 for the first year?","hostel_fees","Hostel fees total Rs 3000 for first year and Rs 2500 for second year."
"What is the annual hostel fee for the second year?","hostel_fees","Hostel fees total Rs 3000 for first year and Rs 2500 for second year."
"Are there fees for students admitted on sports quota?","sports_quota_fees","Yes sports quota students pay separate prescribed fees including a refundable security amount."
"Do sports quota students pay separate fees?","sports_quota_fees","Yes sports quota students pay separate prescribed fees including a refundable security amount."
"Is a refundable security amount included in sports quota fees?","sports_quota_fees","Yes sports quota students pay separate prescribed fees including a refundable security amount."
"Do students admitted through the sports quota have to pay extra fees?","sports_quota_fees","Yes sports quota students pay separate prescribed fees including a refundable security amount."
"What are the fees for sports quota admission?","sports_quota_fees","Yes sports quota students pay separate prescribed fees including a refundable security amount."
"Is a security amount refundable for sports quota students?","sports_quota_fees","Yes sports quota students pay separate prescribed fees including a refundable security amount."
"What is the readmission fee?","readmission_fee","Readmission fee is Rs 500 for Arts and Rs 700 for Science students."
"How much is the readmission fee for Arts students?","readmission_fee","Readmission fee is Rs 500 for Arts and Rs 700 for Science students."
"What is the readmission fee for Science students?","readmission_fee","Readmission fee is Rs 500 for Arts and Rs 700 for Science students."
"Is the readmission fee different for Arts and Science?","readmission_fee","Readmission fee is Rs 500 for Arts and Rs 700 for Science students."
"How much is the fee to readmit?","readmission_fee","Readmission fee is Rs 500 for Arts and Rs 700 for Science students."
"What is the university fee for BS students?","university_fee_bs","University fee for BS students is Rs 6292 per semester."
"How much is the university fee per semester for BS students?","university_fee_bs","University fee for BS students is Rs 6292 per semester."
"Is the university fee Rs 6292 per semester?","university_fee_bs","University fee for BS students is Rs 6292 per semester."
"What is the semester university fee for BS?","university_fee_bs","University fee for BS students is Rs 6292 per semester."
"What is the internal evaluation fund?","internal_evaluation_fund","Internal evaluation fund is Rs 500 per semester."
"How much is the internal evaluation fund per semester?","internal_evaluation_fund","Internal evaluation fund is Rs 500 per semester."
"Is the internal evaluation fund Rs 500 per semester?","internal_evaluation_fund","Internal evaluation fund is Rs 500 per semester."
"What is the charge for the internal evaluation fund?","internal_evaluation_fund","Internal evaluation fund is Rs 500 per semester."
"What is the BS four year charges?","bs_four_year_charges","BS four year charges are Rs 800 per semester."
"How much are the BS four-year charges per semester?","bs_four_year_charges","BS four year charges are Rs 800 per semester."
"Is the BS four year charge Rs 800 per semester?","bs_four_year_charges","BS four year charges are Rs 800 per semester."
"What is the semester charge for the four-year BS program?","bs_four_year_charges","BS four year charges are Rs 800 per semester."
"What is the college security fee?","college_security_fee","College security is Rs 1000 paid once."
"How much is the college security fee?","college_security_fee","College security is Rs 1000 paid once."
"Is the college security fee Rs 1000?","college_security_fee","College security is Rs 1000 paid once."
"Is the college security fee a one-time payment?","college_security_fee","College security is Rs 1000 paid once."
"How often is the college security fee paid?","college_security_fee","College security is Rs 1000 paid once."
"What is the fee for college security?","college_security_fee","College security is Rs 1000 paid once."
"Is Rs 1000 the college security charge?","college_security_fee","College security is Rs 1000 paid once."
"What is the computer security fee?","computer_security_fee","Computer security is Rs 1000 paid once."
"How much is the computer security fee?","computer_security_fee","Computer security is Rs 1000 paid once."
"Is the computer security fee Rs 1000?","computer_security_fee","Computer security is Rs 1000 paid once."
"Is the computer security fee a one-time payment?","computer_security_fee","Computer security is Rs 1000 paid once."
"How often is the computer security fee paid?","computer_security_fee","Computer security is Rs 1000 paid once."
"What is the fee for computer security?","computer_security_fee","Computer security is Rs 1000 paid once."
"Is Rs 1000 the computer security charge?","computer_security_fee","Computer security is Rs 1000 paid once."
"Are tuition fees different for Arts and Science?","tuition_fee_difference","Yes tuition fees for Science are higher than Arts."
"Are Science tuition fees higher than Arts?","tuition_fee_difference","Yes tuition fees for Science are higher than Arts."
"Is there a difference in tuition fees between Arts and Science students?","tuition_fee_difference","Yes tuition fees for Science are higher than Arts."
"Are Arts tuition fees lower than Science?","tuition_fee_difference","Yes tuition fees for Science are higher than Arts."
"Do Science students pay more for tuition?","tuition_fee_difference","Yes tuition fees for Science are higher than Arts."
"Is the tuition fee for Science and Arts the same?","tuition_fee_difference","Yes tuition fees for Science are higher than Arts."
"Is there a difference between general fund for Arts and Science?","general_fund_difference","Yes Science students pay higher general fund than Arts."
"Do Science students pay more general fund than Arts?","general_fund_difference","Yes Science students pay higher general fund than Arts."
"Is the general fund higher for Science students?","general_fund_difference","Yes Science students pay higher general fund than Arts."
"Is the general fund the same for Arts and Science?","general_fund_difference","Yes Science students pay higher general fund than Arts."
"What is the difference in the general fund?","general_fund_difference","Yes Science students pay higher general fund than Arts."
"What fee concessions are available at GPGC Mansehra?","fee_concession","Deserving students up to ten percent of total strength are given fee concession."
"What percentage of students receive fee concession?","fee_concession","Deserving students up to ten percent of total strength are given fee concession."
"Are there fee concessions for deserving students?","fee_concession","Deserving students up to ten percent of total strength are given fee concession."
"How many students get a fee concession?","fee_concession","Deserving students up to ten percent of total strength are given fee concession."
"Is a 10% fee concession available?","fee_concession","Deserving students up to ten percent of total strength are given fee concession."
"What is the policy on fee concession?","fee_concession","Deserving students up to ten percent of total strength are given fee concession."
"Are scholarships available for students?","scholarships","Yes scholarships such as MORA Fauji Foundation and FATA are available."
"Which scholarships are available?","scholarships","Yes scholarships such as MORA Fauji Foundation and FATA are available."
"Is the MORA scholarship available?","scholarships","Yes scholarships such as MORA Fauji Foundation and FATA are available."
"Are FATA scholarships available?","scholarships","Yes scholarships such as MORA Fauji Foundation and FATA are available."
"Does the college offer Fauji Foundation scholarships?","scholarships","Yes scholarships such as MORA Fauji Foundation and FATA are available."
"What types of scholarships can students apply for?","scholarships","Yes scholarships such as MORA Fauji Foundation and FATA are available."
"Can a student with low attendance get financial assistance?","financial_assistance_conditions","No financial assistance is withheld if attendance is low or conduct is poor."
"Is financial assistance given to students with low attendance?","financial_assistance_conditions","No financial assistance is withheld if attendance is low or conduct is poor."
"Does poor conduct affect financial assistance?","financial_assistance_conditions","No financial assistance is withheld if attendance is low or conduct is poor."
"Under what conditions is financial assistance withheld?","financial_assistance_conditions","No financial assistance is withheld if attendance is low or conduct is poor."
"Is financial aid denied for low attendance?","financial_assistance_conditions","No financial assistance is withheld if attendance is low or conduct is poor."
"What is the rule about conduct and financial assistance?","financial_assistance_conditions","No financial assistance is withheld if attendance is low or conduct is poor."
"What is the purpose of the Alumni Association?","alumni_purpose","The Alumni Association maintains alumni engagement and supports the college vision."
"Why was the Alumni Association created?","alumni_purpose","The Alumni Association maintains alumni engagement and supports the college vision."
"Does the Alumni Association support the college vision?","alumni_purpose","The Alumni Association maintains alumni engagement and supports the college vision."
"What is the function of the Alumni Association?","alumni_purpose","The Alumni Association maintains alumni engagement and supports the college vision."
"What does the Alumni Association do?","alumni_purpose","The Alumni Association maintains alumni engagement and supports the college vision."
"Does the Alumni Association maintain alumni engagement?","alumni_purpose","The Alumni Association maintains alumni engagement and supports the college vision."
"Who can join the Alumni Association?","alumni_membership","All former students of GPGC Mansehra can register as members."
"Who is eligible for Alumni Association membership?","alumni_membership","All former students of GPGC Mansehra can register as members."
"Can former students join the Alumni Association?","alumni_membership","All former students of GPGC Mansehra can register as members."
"Is membership open to all former students?","alumni_membership","All former students of GPGC Mansehra can register as members."
"Who can register as a member of the Alumni Association?","alumni_membership","All former students of GPGC Mansehra can register as members."
"Are there awards for alumni?","alumni_awards","Yes achievement and service awards are given to alumni."
"What facilities does the central library have?","library_facilities","The central library has books journals magazines theses newspapers and a multilingual lab."
"Who can become a library member?","library_membership","Regular staff students postgraduate students and researchers are eligible."
"How many books can faculty borrow from the library?","library_faculty_books","Faculty can borrow up to ten books for three months."
"How many books can BS students borrow?","library_bs_books","BS students can borrow five books for two weeks renewable once."
"How many books can intermediate students borrow?","library_intermediate_books","Intermediate students can borrow three books for two weeks renewable once."
"Can reference materials be taken out of the library?","library_reference_materials","No reference materials and periodicals cannot be issued."
"What are the library timings?","library_timings","Monday to Saturday from eight am to two pm."
"Are there rules for using the library?","library_rules","Yes silence must be maintained and books must not be damaged."
"What happens if a student damages library materials?","library_damage_penalty","Students are referred to the Disciplinary Committee."
"What is the penalty for damaging library materials?","library_damage_penalty","Students are referred to the Disciplinary Committee."
"Where are students referred if they damage library materials?","library_damage_penalty","Students are referred to the Disciplinary Committee."
